Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Watt-hr,Current(A),Voltage(V),DPt Time,Temp 1,EV Temp
889,11,"5,703,759.47",  0d 00:20:40.05,516.6548,"1,945.84","1,499.8093",3.9105,1,29.97,0.0
889,11,"5,703,764.47",  0d 00:20:45.05,518.7380,"1,953.98","1,499.8093",3.9113,1,30.05,0.0
889,11,"5,703,769.47",  0d 00:20:50.05,520.8213,"1,962.13","1,500.0381",3.9123,1,30.08,0.0
889,11,"5,703,774.47",  0d 00:20:55.05,522.9045,"1,970.28","1,499.9619",3.9129,1,30.02,0.0
889,11,"5,703,779.47",  0d 00:21:00.05,524.9878,"1,978.43","1,500.0381",3.9137,1,29.95,0.0
889,11,"5,703,784.47",  0d 00:21:05.05,527.0710,"1,986.59","1,500.1144",3.9145,1,30.02,0.0
889,11,"5,703,789.47",  0d 00:21:10.05,529.1543,"1,994.74","1,499.8856",3.9152,1,30.08,0.0
889,11,"5,703,794.47",  0d 00:21:15.05,531.2375,"2,002.90","1,500.0381",3.9162,1,30.05,0.0
889,11,"5,703,799.47",  0d 00:21:20.05,533.3207,"2,011.06","1,500.0381",3.9169,1,29.95,0.0
889,11,"5,703,804.47",  0d 00:21:25.05,535.4040,"2,019.22","1,499.9619",3.9181,1,29.99,0.0
889,11,"5,703,809.47",  0d 00:21:30.05,537.4872,"2,027.38","1,499.9619",3.9187,1,30.10,0.0
889,11,"5,703,814.47",  0d 00:21:35.05,539.5705,"2,035.55","1,499.8856",3.9194,1,30.08,0.0
889,11,"5,703,819.47",  0d 00:21:40.05,541.6537,"2,043.71","1,499.9619",3.9200,1,30.00,0.0
889,11,"5,703,824.47",  0d 00:21:45.05,543.7369,"2,051.88","1,499.8093",3.9207,1,29.95,0.0
889,11,"5,703,829.47",  0d 00:21:50.05,545.8202,"2,060.05","1,499.9619",3.9218,1,30.04,0.0
889,11,"5,703,834.47",  0d 00:21:55.05,547.9034,"2,068.22","1,499.9619",3.9224,1,30.08,0.0
889,11,"5,703,839.47",  0d 00:22:00.05,549.9867,"2,076.39","1,500.1907",3.9230,1,30.02,0.0
889,11,"5,703,844.47",  0d 00:22:05.05,552.0699,"2,084.57","1,499.8856",3.9242,1,29.95,0.0
889,11,"5,703,849.47",  0d 00:22:10.05,554.1531,"2,092.74","1,499.9619",3.9250,1,30.00,0.0
889,11,"5,703,854.47",  0d 00:22:15.05,556.2364,"2,100.92","1,499.8856",3.9259,1,30.05,0.0
889,11,"5,703,859.47",  0d 00:22:20.05,558.3196,"2,109.10","1,499.9619",3.9267,1,29.99,0.0
889,11,"5,703,864.47",  0d 00:22:25.05,560.4029,"2,117.28","1,499.9619",3.9276,1,29.89,0.0
889,11,"5,703,869.47",  0d 00:22:30.05,562.4861,"2,125.46","1,500.1144",3.9285,1,29.92,0.0
889,11,"5,703,874.47",  0d 00:22:35.05,564.5694,"2,133.65","1,499.8856",3.9293,1,30.04,0.0
889,11,"5,703,879.47",  0d 00:22:40.05,566.6526,"2,141.83","1,500.0381",3.9300,1,30.04,0.0
889,11,"5,703,884.47",  0d 00:22:45.05,568.7358,"2,150.02","1,499.8856",3.9306,1,29.94,0.0
889,11,"5,703,889.47",  0d 00:22:50.05,570.8191,"2,158.21","1,500.1144",3.9320,1,29.92,0.0
889,11,"5,703,894.47",  0d 00:22:55.05,572.9023,"2,166.40","1,499.8093",3.9326,1,30.02,0.0
889,11,"5,703,899.47",  0d 00:23:00.05,574.9856,"2,174.60","1,500.0381",3.9332,1,30.07,0.0
889,11,"5,703,904.47",  0d 00:23:05.05,577.0688,"2,182.79","1,499.9619",3.9343,1,29.97,0.0
889,11,"5,703,909.47",  0d 00:23:10.05,579.1520,"2,190.99","1,499.8093",3.9354,1,29.89,0.0
889,11,"5,703,914.47",  0d 00:23:15.05,581.2353,"2,199.19","1,499.9619",3.9361,1,29.97,0.0
889,11,"5,703,919.47",  0d 00:23:20.05,583.3185,"2,207.39","1,499.8856",3.9369,1,30.05,0.0
889,11,"5,703,924.47",  0d 00:23:25.05,585.4018,"2,215.59","1,499.8856",3.9377,1,30.02,0.0
889,11,"5,703,929.47",  0d 00:23:30.05,587.4850,"2,223.80","1,499.8856",3.9386,1,29.92,0.0
889,11,"5,703,934.47",  0d 00:23:35.05,589.5682,"2,232.00","1,499.8856",3.9395,1,29.97,0.0
889,11,"5,703,939.47",  0d 00:23:40.05,591.6515,"2,240.21","1,499.8093",3.9403,1,30.10,0.0
889,11,"5,703,944.47",  0d 00:23:45.05,593.7347,"2,248.42","1,499.8856",3.9410,1,30.13,0.0
889,11,"5,703,949.47",  0d 00:23:50.05,595.8180,"2,256.63","1,499.9619",3.9421,1,30.05,0.0
889,11,"5,703,954.47",  0d 00:23:55.05,597.9012,"2,264.84","1,499.8856",3.9430,1,30.02,0.0
889,11,"5,703,959.47",  0d 00:24:00.05,599.9845,"2,273.06","1,499.8856",3.9438,1,30.12,0.0
889,11,"5,703,964.47",  0d 00:24:05.05,602.0677,"2,281.28","1,499.9619",3.9447,1,30.15,0.0
889,11,"5,703,969.47",  0d 00:24:10.05,604.1509,"2,289.49","1,499.8856",3.9450,1,30.08,0.0
889,11,"5,703,974.47",  0d 00:24:15.05,606.2342,"2,297.71","1,499.8856",3.9465,1,30.00,0.0
889,11,"5,703,979.47",  0d 00:24:20.05,608.3174,"2,305.94","1,499.8093",3.9471,1,30.08,0.0
889,11,"5,703,984.47",  0d 00:24:25.05,610.4007,"2,314.16","1,499.8856",3.9480,1,30.15,0.0
889,11,"5,703,989.47",  0d 00:24:30.05,612.4839,"2,322.39","1,500.0381",3.9488,1,30.08,0.0
889,11,"5,703,994.47",  0d 00:24:35.05,614.5671,"2,330.61","1,499.8093",3.9499,1,30.00,0.0
889,11,"5,703,999.47",  0d 00:24:40.05,616.6504,"2,338.84","1,500.0381",3.9505,1,30.05,0.0
889,11,"5,704,004.47",  0d 00:24:45.05,618.7336,"2,347.07","1,499.8856",3.9517,1,30.15,0.0
889,11,"5,704,009.47",  0d 00:24:50.05,620.8169,"2,355.31","1,499.9619",3.9525,1,30.13,0.0
889,11,"5,704,014.47",  0d 00:24:55.05,622.9001,"2,363.54","1,499.9619",3.9534,1,30.04,0.0
889,11,"5,704,019.47",  0d 00:25:00.05,624.9833,"2,371.78","1,500.0381",3.9540,1,30.05,0.0
889,11,"5,704,024.47",  0d 00:25:05.05,627.0666,"2,380.02","1,499.9619",3.9551,1,30.15,0.0
889,11,"5,704,029.47",  0d 00:25:10.05,629.1498,"2,388.26","1,500.0381",3.9558,1,30.18,0.0
889,11,"5,704,034.47",  0d 00:25:15.05,631.2331,"2,396.50","1,499.8856",3.9566,1,30.08,0.0
889,11,"5,704,039.47",  0d 00:25:20.05,633.3163,"2,404.74","1,500.0381",3.9580,1,30.04,0.0
889,11,"5,704,044.47",  0d 00:25:25.05,635.3995,"2,412.99","1,499.9619",3.9587,1,30.13,0.0
889,11,"5,704,049.47",  0d 00:25:30.05,637.4828,"2,421.24","1,499.9619",3.9596,1,30.20,0.0
889,11,"5,704,054.47",  0d 00:25:35.05,639.5660,"2,429.49","1,499.9619",3.9603,1,30.13,0.0
889,11,"5,704,059.47",  0d 00:25:40.05,641.6493,"2,437.74","1,499.9619",3.9613,1,30.04,0.0
889,11,"5,704,064.47",  0d 00:25:45.05,643.7325,"2,445.99","1,499.8093",3.9621,1,30.07,0.0
889,11,"5,704,069.47",  0d 00:25:50.05,645.8158,"2,454.25","1,499.9619",3.9630,1,30.16,0.0
889,11,"5,704,074.47",  0d 00:25:55.05,647.8990,"2,462.50","1,500.0381",3.9642,1,30.15,0.0
889,11,"5,704,079.47",  0d 00:26:00.05,649.9822,"2,470.76","1,500.0381",3.9653,1,30.05,0.0
889,11,"5,704,084.47",  0d 00:26:05.05,652.0655,"2,479.02","1,499.9619",3.9660,1,30.05,0.0
889,11,"5,704,089.47",  0d 00:26:10.05,654.1487,"2,487.29","1,499.8856",3.9668,1,30.16,0.0
889,11,"5,704,094.47",  0d 00:26:15.05,656.2320,"2,495.55","1,500.0381",3.9679,1,30.18,0.0
889,11,"5,704,099.47",  0d 00:26:20.05,658.3152,"2,503.82","1,499.8856",3.9689,1,30.10,0.0
889,11,"5,704,104.47",  0d 00:26:25.05,660.3984,"2,512.09","1,499.8856",3.9697,1,30.07,0.0
889,11,"5,704,109.47",  0d 00:26:30.05,662.4817,"2,520.36","1,499.8856",3.9705,1,30.15,0.0
889,11,"5,704,114.47",  0d 00:26:35.05,664.5649,"2,528.63","1,499.7330",3.9717,1,30.21,0.0
889,11,"5,704,119.47",  0d 00:26:40.05,666.6482,"2,536.91","1,499.8856",3.9726,1,30.15,0.0
889,11,"5,704,124.47",  0d 00:26:45.05,668.7314,"2,545.18","1,499.9619",3.9737,1,30.05,0.0
889,11,"5,704,129.47",  0d 00:26:50.05,670.8146,"2,553.46","1,499.9619",3.9744,1,30.10,0.0
889,11,"5,704,134.47",  0d 00:26:55.05,672.8979,"2,561.74","1,499.7330",3.9755,1,30.20,0.0
889,11,"5,704,139.47",  0d 00:27:00.05,674.9811,"2,570.03","1,500.0381",3.9766,1,30.18,0.0
889,11,"5,704,144.47",  0d 00:27:05.05,677.0644,"2,578.31","1,500.1144",3.9775,1,30.08,0.0
889,11,"5,704,149.47",  0d 00:27:10.05,679.1476,"2,586.60","1,499.8856",3.9784,1,30.07,0.0
889,11,"5,704,154.47",  0d 00:27:15.05,681.2308,"2,594.89","1,499.6567",3.9795,1,30.16,0.0
889,11,"5,704,159.47",  0d 00:27:20.05,683.3141,"2,603.18","1,500.0381",3.9805,1,30.20,0.0
889,11,"5,704,164.47",  0d 00:27:25.05,685.3973,"2,611.47","1,499.9619",3.9813,1,30.12,0.0
889,11,"5,704,169.47",  0d 00:27:30.05,687.4806,"2,619.77","1,499.8093",3.9824,1,30.05,0.0
889,11,"5,704,174.47",  0d 00:27:35.05,689.5638,"2,628.06","1,499.8856",3.9836,1,30.15,0.0
889,11,"5,704,179.47",  0d 00:27:40.05,691.6470,"2,636.36","1,499.9619",3.9844,1,30.21,0.0
889,11,"5,704,184.47",  0d 00:27:45.05,693.7303,"2,644.66","1,499.9619",3.9854,1,30.16,0.0
889,11,"5,704,189.47",  0d 00:27:50.05,695.8135,"2,652.97","1,499.8093",3.9865,1,30.07,0.0
889,11,"5,704,194.47",  0d 00:27:55.05,697.8968,"2,661.27","1,499.8856",3.9876,1,30.10,0.0
889,11,"5,704,199.47",  0d 00:28:00.05,699.9800,"2,669.58","1,499.8856",3.9885,1,30.18,0.0
889,11,"5,704,204.47",  0d 00:28:05.05,702.0632,"2,677.89","1,499.8093",3.9894,1,30.18,0.0
889,11,"5,704,209.47",  0d 00:28:10.05,704.1465,"2,686.20","1,499.8093",3.9905,1,30.10,0.0
889,11,"5,704,214.47",  0d 00:28:15.05,706.2297,"2,694.52","1,500.0381",3.9917,1,30.10,0.0
889,11,"5,704,219.47",  0d 00:28:20.05,708.3130,"2,702.83","1,500.0381",3.9926,1,30.18,0.0
889,11,"5,704,224.47",  0d 00:28:25.05,710.3962,"2,711.15","1,499.8093",3.9937,1,30.23,0.0
889,11,"5,704,229.47",  0d 00:28:30.05,712.4794,"2,719.47","1,499.7330",3.9946,1,30.13,0.0
889,11,"5,704,234.47",  0d 00:28:35.05,714.5627,"2,727.80","1,499.8856",3.9953,1,30.07,0.0
889,11,"5,704,239.47",  0d 00:28:40.05,716.6459,"2,736.12","1,499.8856",3.9966,1,30.16,0.0
889,11,"5,704,244.47",  0d 00:28:45.05,718.7292,"2,744.45","1,500.0381",3.9978,1,30.23,0.0
889,11,"5,704,249.47",  0d 00:28:50.05,720.8124,"2,752.78","1,499.9619",3.9987,1,30.16,0.0
889,11,"5,704,254.47",  0d 00:28:55.05,722.8956,"2,761.11","1,500.1144",3.9998,1,30.08,0.0
889,11,"5,704,259.47",  0d 00:29:00.05,724.9789,"2,769.44","1,500.0381",4.0007,1,30.15,0.0
889,11,"5,704,264.47",  0d 00:29:05.05,727.0621,"2,777.78","1,499.8856",4.0019,1,30.24,0.0
889,11,"5,704,269.47",  0d 00:29:10.05,729.1454,"2,786.11","1,500.1144",4.0028,1,30.21,0.0
889,11,"5,704,274.47",  0d 00:29:15.05,731.2286,"2,794.46","1,500.0381",4.0042,1,30.12,0.0
889,11,"5,704,279.47",  0d 00:29:20.05,733.3118,"2,802.80","1,499.9619",4.0053,1,30.12,0.0
889,11,"5,704,284.47",  0d 00:29:25.05,735.3951,"2,811.14","1,499.8093",4.0062,1,30.21,0.0
889,11,"5,704,289.47",  0d 00:29:30.05,737.4783,"2,819.49","1,499.9619",4.0071,1,30.23,0.0
889,11,"5,704,294.47",  0d 00:29:35.05,739.5616,"2,827.84","1,499.8856",4.0083,1,30.13,0.0
889,11,"5,704,299.47",  0d 00:29:40.05,741.6448,"2,836.19","1,499.8093",4.0094,1,30.08,0.0
889,11,"5,704,304.47",  0d 00:29:45.05,743.7281,"2,844.54","1,500.0381",4.0105,1,30.20,0.0
889,11,"5,704,309.47",  0d 00:29:50.05,745.8113,"2,852.90","1,499.8856",4.0117,1,30.24,0.0
889,11,"5,704,314.47",  0d 00:29:55.05,747.8945,"2,861.26","1,500.0381",4.0127,1,30.18,0.0
889,11,"5,704,319.47",  0d 00:30:00.05,749.9778,"2,869.62","1,500.0381",4.0137,1,30.08,0.0
889,11,"5,704,324.47",  0d 00:30:05.05,752.0610,"2,877.98","1,499.9619",4.0149,1,30.12,0.0
889,11,"5,704,329.47",  0d 00:30:10.05,754.1443,"2,886.35","1,499.8093",4.0159,1,30.21,0.0
889,11,"5,704,334.47",  0d 00:30:15.05,756.2275,"2,894.71","1,500.0381",4.0170,1,30.20,0.0
889,11,"5,704,339.47",  0d 00:30:20.05,758.3107,"2,903.08","1,500.0381",4.0182,1,30.08,0.0
889,11,"5,704,344.47",  0d 00:30:25.05,760.3940,"2,911.45","1,500.0381",4.0193,1,30.10,0.0
889,11,"5,704,349.47",  0d 00:30:30.05,762.4772,"2,919.83","1,499.9619",4.0204,1,30.18,0.0
889,11,"5,704,354.47",  0d 00:30:35.05,764.5604,"2,928.20","1,499.9619",4.0217,1,30.20,0.0
889,11,"5,704,359.47",  0d 00:30:40.05,766.6437,"2,936.58","1,499.8856",4.0227,1,30.12,0.0
889,11,"5,704,364.47",  0d 00:30:45.05,768.7269,"2,944.97","1,499.9619",4.0239,1,30.07,0.0
889,11,"5,704,369.47",  0d 00:30:50.05,770.8102,"2,953.35","1,499.8856",4.0249,1,30.16,0.0
889,11,"5,704,374.47",  0d 00:30:55.05,772.8934,"2,961.74","1,499.9619",4.0260,1,30.21,0.0
889,11,"5,704,379.47",  0d 00:31:00.05,774.9766,"2,970.12","1,499.8093",4.0272,1,30.15,0.0
889,11,"5,704,384.47",  0d 00:31:05.05,777.0599,"2,978.52","1,500.2670",4.0285,1,30.07,0.0
889,11,"5,704,389.47",  0d 00:31:10.05,779.1431,"2,986.91","1,499.9619",4.0297,1,30.10,0.0
889,11,"5,704,394.47",  0d 00:31:15.05,781.2264,"2,995.30","1,500.0381",4.0309,1,30.18,0.0
889,11,"5,704,399.47",  0d 00:31:20.05,783.3096,"3,003.70","1,500.0381",4.0321,1,30.18,0.0
889,11,"5,704,404.47",  0d 00:31:25.05,785.3929,"3,012.10","1,499.7330",4.0332,1,30.05,0.0
889,11,"5,704,409.47",  0d 00:31:30.05,787.4761,"3,020.51","1,499.8856",4.0341,1,30.07,0.0
889,11,"5,704,414.47",  0d 00:31:35.05,789.5593,"3,028.91","1,499.9619",4.0355,1,30.18,0.0
889,11,"5,704,419.47",  0d 00:31:40.05,791.6426,"3,037.32","1,500.1144",4.0362,1,30.18,0.0
889,11,"5,704,424.47",  0d 00:31:45.05,793.7258,"3,045.73","1,499.8856",4.0375,1,30.08,0.0
889,11,"5,704,429.47",  0d 00:31:50.05,795.8091,"3,054.14","1,499.9619",4.0388,1,30.05,0.0
889,11,"5,704,434.47",  0d 00:31:55.05,797.8923,"3,062.56","1,499.8093",4.0402,1,30.13,0.0
889,11,"5,704,439.47",  0d 00:32:00.05,799.9755,"3,070.98","1,499.9619",4.0413,1,30.20,0.0
889,11,"5,704,444.47",  0d 00:32:05.05,802.0588,"3,079.40","1,499.7330",4.0426,1,30.15,0.0
889,11,"5,704,449.47",  0d 00:32:10.05,804.1420,"3,087.82","1,499.7330",4.0437,1,30.02,0.0
889,11,"5,704,454.47",  0d 00:32:15.05,806.2253,"3,096.25","1,499.8856",4.0449,1,30.07,0.0
889,11,"5,704,459.47",  0d 00:32:20.05,808.3085,"3,104.67","1,499.9619",4.0460,1,30.15,0.0
889,11,"5,704,464.47",  0d 00:32:25.05,810.3917,"3,113.10","1,499.9619",4.0472,1,30.13,0.0
889,11,"5,704,469.47",  0d 00:32:30.05,812.4750,"3,121.54","1,499.8093",4.0489,1,30.05,0.0
889,11,"5,704,474.47",  0d 00:32:35.05,814.5582,"3,129.97","1,499.9619",4.0498,1,30.05,0.0
889,11,"5,704,479.47",  0d 00:32:40.05,816.6415,"3,138.41","1,499.8856",4.0510,1,30.13,0.0
889,11,"5,704,484.47",  0d 00:32:45.05,818.7247,"3,146.85","1,499.9619",4.0523,1,30.15,0.0
889,11,"5,704,489.47",  0d 00:32:50.05,820.8079,"3,155.29","1,500.0381",4.0533,1,30.10,0.0
889,11,"5,704,494.47",  0d 00:32:55.05,822.8912,"3,163.74","1,499.9619",4.0549,1,30.10,0.0
889,11,"5,704,499.47",  0d 00:33:00.05,824.9744,"3,172.19","1,500.0381",4.0559,1,30.15,0.0
889,11,"5,704,504.47",  0d 00:33:05.05,827.0577,"3,180.64","1,500.0381",4.0571,1,30.24,0.0
889,11,"5,704,509.47",  0d 00:33:10.05,829.1409,"3,189.09","1,499.9619",4.0582,1,30.18,0.0
889,11,"5,704,514.47",  0d 00:33:15.05,831.2241,"3,197.55","1,499.7330",4.0596,1,30.12,0.0
889,11,"5,704,519.47",  0d 00:33:20.05,833.3074,"3,206.01","1,499.8093",4.0608,1,30.16,0.0
889,11,"5,704,524.47",  0d 00:33:25.05,835.3906,"3,214.47","1,499.9619",4.0619,1,30.24,0.0
889,11,"5,704,529.47",  0d 00:33:30.05,837.4739,"3,222.93","1,499.8856",4.0632,1,30.21,0.0
889,11,"5,704,534.47",  0d 00:33:35.05,839.5571,"3,231.39","1,499.8856",4.0642,1,30.10,0.0
889,11,"5,704,539.47",  0d 00:33:40.05,841.6404,"3,239.86","1,499.9619",4.0652,1,30.08,0.0
889,11,"5,704,544.47",  0d 00:33:45.05,843.7236,"3,248.33","1,499.8856",4.0668,1,30.20,0.0
889,11,"5,704,549.47",  0d 00:33:50.05,845.8068,"3,256.81","1,500.0381",4.0678,1,30.21,0.0
889,11,"5,704,554.47",  0d 00:33:55.05,847.8901,"3,265.28","1,499.8093",4.0690,1,30.12,0.0
889,11,"5,704,559.47",  0d 00:34:00.05,849.9733,"3,273.76","1,499.8856",4.0700,1,30.08,0.0
889,11,"5,704,564.47",  0d 00:34:05.05,852.0566,"3,282.24","1,500.0381",4.0712,1,30.18,0.0
889,11,"5,704,569.47",  0d 00:34:10.05,854.1398,"3,290.72","1,499.8856",4.0721,1,30.23,0.0
889,11,"5,704,574.47",  0d 00:34:15.05,856.2230,"3,299.21","1,499.9619",4.0733,1,30.15,0.0
889,11,"5,704,579.47",  0d 00:34:20.05,858.3063,"3,307.69","1,499.9619",4.0745,1,30.07,0.0
889,11,"5,704,584.47",  0d 00:34:25.05,860.3895,"3,316.18","1,499.9619",4.0756,1,30.12,0.0
889,11,"5,704,589.47",  0d 00:34:30.05,862.4728,"3,324.67","1,499.8856",4.0767,1,30.20,0.0
889,11,"5,704,594.47",  0d 00:34:35.05,864.5560,"3,333.17","1,499.7330",4.0777,1,30.18,0.0
889,11,"5,704,599.47",  0d 00:34:40.05,866.6392,"3,341.66","1,500.0381",4.0788,1,30.07,0.0
889,11,"5,704,604.47",  0d 00:34:45.05,868.7225,"3,350.16","1,499.7330",4.0797,1,30.07,0.0
889,11,"5,704,609.47",  0d 00:34:50.05,870.8057,"3,358.66","1,499.8856",4.0808,1,30.16,0.0
889,11,"5,704,614.47",  0d 00:34:55.05,872.8890,"3,367.16","1,499.9619",4.0817,1,30.18,0.0
889,11,"5,704,619.47",  0d 00:35:00.05,874.9722,"3,375.67","1,499.8856",4.0828,1,30.08,0.0
889,11,"5,704,624.47",  0d 00:35:05.05,877.0554,"3,384.17","1,499.8856",4.0835,1,30.05,0.0
889,11,"5,704,629.47",  0d 00:35:10.05,879.1387,"3,392.68","1,499.9619",4.0846,1,30.13,0.0
889,11,"5,704,634.47",  0d 00:35:15.05,881.2219,"3,401.19","1,499.8093",4.0858,1,30.18,0.0
889,11,"5,704,639.47",  0d 00:35:20.05,883.3052,"3,409.71","1,499.8856",4.0866,1,30.10,0.0
889,11,"5,704,644.47",  0d 00:35:25.05,885.3884,"3,418.22","1,499.8093",4.0875,1,30.02,0.0
889,11,"5,704,649.47",  0d 00:35:30.05,887.4716,"3,426.74","1,499.7330",4.0883,1,30.08,0.0
889,11,"5,704,654.47",  0d 00:35:35.05,889.5549,"3,435.25","1,499.9619",4.0895,1,30.16,0.0
889,11,"5,704,659.47",  0d 00:35:40.05,891.6381,"3,443.77","1,499.8856",4.0901,1,30.13,0.0
889,11,"5,704,664.47",  0d 00:35:45.05,893.7214,"3,452.30","1,499.9619",4.0912,1,30.04,0.0
889,11,"5,704,669.47",  0d 00:35:50.05,895.8046,"3,460.82","1,500.0381",4.0921,1,30.05,0.0
889,11,"5,704,674.47",  0d 00:35:55.05,897.8878,"3,469.35","1,499.8856",4.0932,1,30.15,0.0
889,11,"5,704,679.47",  0d 00:36:00.05,899.9711,"3,477.87","1,499.9619",4.0938,1,30.15,0.0
889,11,"5,704,684.47",  0d 00:36:05.05,902.0543,"3,486.40","1,499.8093",4.0951,1,30.04,0.0
889,11,"5,704,689.47",  0d 00:36:10.05,904.1376,"3,494.93","1,499.8093",4.0956,1,29.99,0.0
889,11,"5,704,694.47",  0d 00:36:15.05,906.2208,"3,503.47","1,499.8856",4.0965,1,30.07,0.0
889,11,"5,704,699.47",  0d 00:36:20.05,908.3040,"3,512.00","1,499.9619",4.0974,1,30.12,0.0
889,11,"5,704,704.47",  0d 00:36:25.05,910.3873,"3,520.54","1,499.9619",4.0982,1,30.05,0.0
889,11,"5,704,709.47",  0d 00:36:30.05,912.4705,"3,529.08","1,499.8856",4.0993,1,29.95,0.0
889,11,"5,704,714.47",  0d 00:36:35.05,914.5538,"3,537.62","1,499.8856",4.1003,1,30.02,0.0
889,11,"5,704,719.47",  0d 00:36:40.05,916.6370,"3,546.16","1,499.8856",4.1008,1,30.07,0.0
889,11,"5,704,724.47",  0d 00:36:45.05,918.7202,"3,554.70","1,499.9619",4.1015,1,30.05,0.0
889,11,"5,704,729.47",  0d 00:36:50.05,920.8035,"3,563.25","1,499.9619",4.1025,1,29.94,0.0
889,11,"5,704,734.47",  0d 00:36:55.05,922.8867,"3,571.80","1,500.0381",4.1037,1,29.95,0.0
889,11,"5,704,739.47",  0d 00:37:00.05,924.9700,"3,580.35","1,499.9619",4.1043,1,30.05,0.0
889,11,"5,704,744.47",  0d 00:37:05.05,927.0532,"3,588.90","1,499.8856",4.1051,1,30.07,0.0
889,11,"5,704,749.47",  0d 00:37:10.05,929.1365,"3,597.45","1,500.0381",4.1060,1,29.95,0.0
889,11,"5,704,754.47",  0d 00:37:15.05,931.2197,"3,606.01","1,499.8856",4.1072,1,29.92,0.0
889,11,"5,704,759.47",  0d 00:37:20.05,933.3029,"3,614.56","1,499.8856",4.1078,1,30.00,0.0
889,11,"5,704,764.47",  0d 00:37:25.05,935.3862,"3,623.12","1,499.8856",4.1089,1,30.05,0.0
889,11,"5,704,769.47",  0d 00:37:30.05,937.4694,"3,631.68","1,499.8856",4.1095,1,29.99,0.0
889,11,"5,704,774.47",  0d 00:37:35.05,939.5527,"3,640.24","1,499.8093",4.1107,1,29.92,0.0
889,11,"5,704,779.47",  0d 00:37:40.05,941.6359,"3,648.81","1,499.9619",4.1115,1,30.00,0.0
889,11,"5,704,784.47",  0d 00:37:45.05,943.7191,"3,657.37","1,499.8093",4.1125,1,30.08,0.0
889,11,"5,704,789.47",  0d 00:37:50.05,945.8024,"3,665.94","1,499.8093",4.1131,1,30.05,0.0
889,11,"5,704,794.47",  0d 00:37:55.05,947.8856,"3,674.51","1,499.8093",4.1142,1,29.95,0.0
889,11,"5,704,799.47",  0d 00:38:00.05,949.9689,"3,683.08","1,499.9619",4.1153,1,29.97,0.0
889,11,"5,704,804.47",  0d 00:38:05.05,952.0521,"3,691.66","1,499.9619",4.1159,1,30.07,0.0
889,11,"5,704,809.47",  0d 00:38:10.05,954.1353,"3,700.23","1,499.8093",4.1170,1,30.07,0.0
889,11,"5,704,814.47",  0d 00:38:15.05,956.2186,"3,708.81","1,499.6567",4.1177,1,29.97,0.0
889,11,"5,704,819.47",  0d 00:38:20.05,958.3018,"3,717.39","1,499.8856",4.1188,1,29.92,0.0
889,11,"5,704,824.47",  0d 00:38:25.05,960.3851,"3,725.97","1,499.8856",4.1197,1,30.02,0.0
889,11,"5,704,829.47",  0d 00:38:30.05,962.4683,"3,734.55","1,499.8856",4.1206,1,30.07,0.0
889,11,"5,704,834.47",  0d 00:38:35.05,964.5515,"3,743.14","1,500.0381",4.1215,1,30.00,0.0
889,11,"5,704,839.47",  0d 00:38:40.05,966.6348,"3,751.73","1,500.0381",4.1225,1,29.90,0.0
889,11,"5,704,844.47",  0d 00:38:45.05,968.7180,"3,760.31","1,499.9619",4.1235,1,29.99,0.0
889,11,"5,704,849.47",  0d 00:38:50.05,970.8013,"3,768.91","1,499.8093",4.1246,1,30.07,0.0
889,11,"5,704,854.47",  0d 00:38:55.05,972.8845,"3,777.50","1,499.8856",4.1257,1,30.02,0.0
889,11,"5,704,859.47",  0d 00:39:00.05,974.9677,"3,786.09","1,499.8856",4.1263,1,29.90,0.0
889,11,"5,704,864.47",  0d 00:39:05.05,977.0510,"3,794.69","1,500.0381",4.1273,1,29.94,0.0
889,11,"5,704,869.47",  0d 00:39:10.05,979.1342,"3,803.29","1,500.0381",4.1283,1,30.05,0.0
889,11,"5,704,874.47",  0d 00:39:15.05,981.2175,"3,811.89","1,500.0381",4.1295,1,30.07,0.0
889,11,"5,704,879.47",  0d 00:39:20.05,983.3007,"3,820.50","1,499.8093",4.1302,1,29.94,0.0
889,11,"5,704,884.47",  0d 00:39:25.05,985.3839,"3,829.10","1,499.9619",4.1312,1,29.89,0.0
889,11,"5,704,889.47",  0d 00:39:30.05,987.4672,"3,837.71","1,499.9619",4.1324,1,30.00,0.0
889,11,"5,704,894.47",  0d 00:39:35.05,989.5504,"3,846.32","1,500.1144",4.1334,1,30.08,0.0
889,11,"5,704,899.47",  0d 00:39:40.05,991.6337,"3,854.93","1,499.8856",4.1344,1,30.00,0.0
889,11,"5,704,904.47",  0d 00:39:45.05,993.7169,"3,863.54","1,500.0381",4.1354,1,29.92,0.0
889,11,"5,704,909.47",  0d 00:39:50.05,995.8001,"3,872.16","1,499.8093",4.1365,1,29.99,0.0
889,11,"5,704,914.47",  0d 00:39:55.05,997.8834,"3,880.78","1,500.0381",4.1374,1,30.05,0.0
889,11,"5,704,919.47",  0d 00:40:00.05,999.9666,"3,889.40","1,499.8856",4.1386,1,30.02,0.0
889,11,"5,704,924.47",  0d 00:40:05.05,"1,002.0499","3,898.02","1,499.8856",4.1397,1,29.92,0.0
889,11,"5,704,929.47",  0d 00:40:10.05,"1,004.1331","3,906.65","1,499.9619",4.1409,1,29.95,0.0
889,11,"5,704,934.47",  0d 00:40:15.05,"1,006.2163","3,915.27","1,499.8856",4.1418,1,30.05,0.0
